class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
ConceptValidatorChangeSet,ConceptValidatorChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConvertOrderersToProviders,ConvertOrderersToProviders,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CreateCodedOrderFrequencyForDrugOrderFrequencyChangeset,CreateCodedOrderFrequencyForDrugOrderFrequencyChangeset,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CreateDiscontinueOrders,CreateDiscontinueOrders,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DiscontinuedOrder,DiscontinuedOrder,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DisableTriggersChangeSet,DisableTriggersChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DuplicateEncounterRoleNameChangeSet,DuplicateEncounterRoleNameChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DuplicateEncounterTypeNameChangeSet,DuplicateEncounterTypeNameChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DuplicateLocationAttributeTypeNameChangeSet,DuplicateLocationAttributeTypeNameChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EnableTriggersChangeSet,EnableTriggersChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncryptSecretAnswersChangeSet,EncryptSecretAnswersChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
GenerateUuid,GenerateUuid,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MigrateAllergiesChangeSet,MigrateAllergiesChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MigrateConceptReferenceTermChangeSet,MigrateConceptReferenceTermChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MigrateDrugOrderFrequencyToCodedOrderFrequencyChangeset,MigrateDrugOrderFrequencyToCodedOrderFrequencyChangeset,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MigrateDrugOrderUnitsToCodedDoseUnitsChangeset,MigrateDrugOrderUnitsToCodedDoseUnitsChangeset,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MoveDeletedHL7sChangeSet,MoveDeletedHL7sChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ProgramValidatorChangeSet,ProgramValidatorChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
SourceMySqldiffFile,SourceMySqldiffFile,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UpdateCohortMemberIdsChangeset,UpdateCohortMemberIdsChangeset,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UpdateLayoutAddressFormatChangeSet,UpdateLayoutAddressFormatChangeSet,org.openmrs.util.databasechange,False,0.95,Class appears to be correctly placed,org.openmrs.util.databasechange,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AlertValidator,AlertValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AllergyValidator,AllergyValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
which,which,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseAttributeTypeValidator,BaseAttributeTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseAttributeValidator,BaseAttributeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
provides,provides,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseCustomizableValidator,BaseCustomizableValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CohortValidator,CohortValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptAttributeTypeValidator,ConceptAttributeTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptClassValidator,ConceptClassValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptDatatypeValidator,ConceptDatatypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptDrugValidator,ConceptDrugValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
private,private,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptMapTypeValidator,ConceptMapTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptNameTagValidator,ConceptNameTagValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptReferenceTermValidator,ConceptReferenceTermValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptSourceValidator,ConceptSourceValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptValidator,ConceptValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
private,private,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
is,is,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ensures,ensures,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConditionValidator,ConditionValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ensures,ensures,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DiagnosisValidator,DiagnosisValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DrugOrderValidator,DrugOrderValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DrugValidator,DrugValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterRoleValidator,EncounterRoleValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterTypeValidator,EncounterTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterValidator,EncounterValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
FieldTypeValidator,FieldTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
FieldValidator,FieldValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
FormValidator,FormValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
HL7SourceValidator,HL7SourceValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ImplementationIdValidator,ImplementationIdValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
LocationAttributeTypeValidator,LocationAttributeTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
LocationTagValidator,LocationTagValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
LocationValidator,LocationValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
checks,checks,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ObsValidator,ObsValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderFrequencyValidator,OrderFrequencyValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
frequency,frequency,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderTypeValidator,OrderTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderValidator,OrderValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientIdentifierTypeValidator,PatientIdentifierTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
validates,validates,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientIdentifierValidator,PatientIdentifierValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
validates,validates,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientProgramValidator,PatientProgramValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
validates,validates,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientValidator,PatientValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
validates,validates,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonAddressValidator,PersonAddressValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonAttributeTypeValidator,PersonAttributeTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonMergeLogValidator,PersonMergeLogValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
validates,validates,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonNameValidator,PersonNameValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
validates,validates,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonValidator,PersonValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PrivilegeValidator,PrivilegeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ProgramValidator,ProgramValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ProviderAttributeTypeValidator,ProviderAttributeTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ProviderValidator,ProviderValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
RelationshipTypeValidator,RelationshipTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
RelationshipValidator,RelationshipValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
RequireNameValidator,RequireNameValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
RoleValidator,RoleValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
SchedulerFormValidator,SchedulerFormValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
is,is,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
is,is,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
cannot,cannot,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
not,not,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
is,is,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ServiceOrderValidator,ServiceOrderValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
StateConversionValidator,StateConversionValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
TestOrderValidator,TestOrderValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UserValidator,UserValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
and,and,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
should,should,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
in,in,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ValidateUtil,ValidateUtil,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
VisitAttributeTypeValidator,VisitAttributeTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
VisitTypeValidator,VisitTypeValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
VisitValidator,VisitValidator,org.openmrs.validator,False,0.95,Class appears to be correctly placed,org.openmrs.validator,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InsertWithUuidDataChangeDatabaseIT,InsertWithUuidDataChangeDatabaseIT,liquibase.ext.change.core,False,0.95,Class appears to be correctly placed,liquibase.ext.change.core,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InsertWithUuidDataChangeTest,InsertWithUuidDataChangeTest,liquibase.ext.change.core,False,0.95,Class appears to be correctly placed,liquibase.ext.change.core,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MySQLBooleanTypeTest,MySQLBooleanTypeTest,liquibase.ext.datatype.core,False,0.95,Class appears to be correctly placed,liquibase.ext.datatype.core,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ModifyColumnChangeTest,ModifyColumnChangeTest,liquibase.ext.sqlgenerator.core,False,0.95,Class appears to be correctly placed,liquibase.ext.sqlgenerator.core,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ModifyColumnGeneratorTest,ModifyColumnGeneratorTest,liquibase.ext.sqlgenerator.core,False,0.95,Class appears to be correctly placed,liquibase.ext.sqlgenerator.core,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AllergenTest,AllergenTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AllergiesTest,AllergiesTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseCustomizableMetadataTest,BaseCustomizableMetadataTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
tests,tests,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
for,for,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseFormRecordableOpenmrsDataTest,BaseFormRecordableOpenmrsDataTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseOpenmrsObjectTest,BaseOpenmrsObjectTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BaseOpenmrsObjectMock,BaseOpenmrsObjectMock,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
declaration,declaration,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
TestClass,TestClass,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
Instantiation,Instantiation,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
class,class,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
class,class,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
TestClass,TestClass,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AnotherTestClass,AnotherTestClass,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CohortMembershipTest,CohortMembershipTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CohortTest,CohortTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptComponentTest,ConceptComponentTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptIT,ConceptIT,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptNumericTest,ConceptNumericTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptReferenceTermTest,ConceptReferenceTermTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConceptTest,ConceptTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConditionTest,ConditionTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CustomDosingInstructions,CustomDosingInstructions,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DrugOrderTest,DrugOrderTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DrugTest,DrugTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DurationTest,DurationTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
tests,tests,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterProviderTest,EncounterProviderTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterRoleTest,EncounterRoleTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
tests,tests,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterTest,EncounterTest,org.openmrs,False,0.95,Class appears to be correctly placed,org.openmrs,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
